Project,Site,Date,Time,Type,Location,lat,lon,ID,bottle_type,filtered_uM,SpC_uScm2,temp_C,sampled_by,collection_notes,status_location,DOC_mgL,DOC_file,DOC_notes,Network Role,Discharge,Discharge Notes,,,
USF,USF16,8/3/23,13:15,stream water,"at ""trib"" draining the upper east subcatchment of whole watershed",35.78399,-105.77126,d_13,40_mL_gdark,0.45,10,11.7,AJW,,run by Matthew Russell on CWE TOC Fusion,2.5646,Matthew TOC Samples-2023-08-10.csv,"run 7 days after collection, not acidified",,8.021847,,,,
USF,USF16,8/3/23,13:15,stream water,"at ""trib"" draining the upper east subcatchment of whole watershed",35.78399,-105.77126,d_65,40_mL_gdark,0.45,10,11.7,AJW,,lab refrigerator,,,,,8.021847,,,,
USF,USF16,8/3/23,13:15,stream water,"at ""trib"" draining the upper east subcatchment of whole watershed",35.78399,-105.77126,i_13,iso_vial,0.45,10,11.7,AJW,,at CSI,,,,,8.021847,,,,
USF,USF12,9/6/23,9:30,stream water,at mainstem upstream from USF2,35.68863,-105.82358,125,60_mL,0.45,NA,NA,"AJW, WFM",,shipped to UNH,,,,mainstem,250.3209,taken from USGS,,,
USF,USF12,9/6/23,9:30,stream water,at mainstem upstream from USF2,35.68863,-105.82358,184,60_mL,0.45,NA,NA,"AJW, WFM",,shipped to UNH,,,,mainstem,250.3209,taken from USGS,,,
USF,USF12,9/6/23,9:30,stream water,at mainstem upstream from USF2,35.68863,-105.82358,185,60_mL,0.45,NA,NA,"AJW, WFM",,lab freezer,,,,mainstem,250.3209,taken from USGS,,,
USF,USF12,9/6/23,9:30,stream water,at mainstem upstream from USF2,35.68863,-105.82358,d_125,30_mL_dark,0.45,NA,NA,"AJW, WFM",,shipped to UNH,,,,mainstem,250.3209,taken from USGS,,,
USF,USF12,9/6/23,9:30,stream water,at mainstem upstream from USF2,35.68863,-105.82358,d_184,30_mL_dark,0.45,NA,NA,"AJW, WFM",,shipped to UNH,,,,mainstem,250.3209,taken from USGS,,,
USF,USF12,9/6/23,9:30,stream water,at mainstem upstream from USF2,35.68863,-105.82358,d_185,40_mL_gdark,0.45,NA,NA,"AJW, WFM",,run by Matthew Russell on CWE TOC Fusion,2.4187,Matthew TOC Samples-2023-09-13.csv,"run 7 days after collection, not acidified",mainstem,250.3209,taken from USGS,,,
USF,USF12,9/6/23,9:30,stream water,at mainstem upstream from USF2,35.68863,-105.82358,i_125,iso_vial,0.45,NA,NA,"AJW, WFM",,at CSI,,,,mainstem,250.3209,taken from USGS,,,
USF,USF3,9/6/23,10:30,stream water,"at end of road, just upstream of log crossing mainstem, on mainstem",35.70783,-105.80571,180,60_mL,0.45,32.9,9.8,"AJW, WFM",,shipped to UNH,,,,mainstem,7.273782,,,,
USF,USF3,9/6/23,10:30,stream water,"at end of road, just upstream of log crossing mainstem, on mainstem",35.70783,-105.80571,187,60_mL,0.45,32.9,9.8,"AJW, WFM",,shipped to UNH,,,,mainstem,7.273782,,,,
USF,USF3,9/6/23,10:30,stream water,"at end of road, just upstream of log crossing mainstem, on mainstem",35.70783,-105.80571,d_180,30_mL_dark,0.45,32.9,9.8,"AJW, WFM",,shipped to UNH,,,,mainstem,7.273782,,,,
USF,USF3,9/6/23,10:30,stream water,"at end of road, just upstream of log crossing mainstem, on mainstem",35.70783,-105.80571,d_187,30_mL_dark,0.45,32.9,9.8,"AJW, WFM",,shipped to UNH,,,,mainstem,7.273782,,,,
USF,USF3,9/6/23,10:30,stream water,"at end of road, just upstream of log crossing mainstem, on mainstem",35.70783,-105.80571,d_188a,40_mL_gdark,0.45,32.9,9.8,"AJW, WFM",might have to eliminate since actual sampling location cannot be verified,run by Matthew Russell on CWE TOC Fusion,2.1898,Matthew TOC Samples-2023-09-13.csv,"run 7 days after collection, not acidified",mainstem,7.273782,,,,
USF,USF3,9/6/23,10:30,stream water,"at end of road, just upstream of log crossing mainstem, on mainstem",35.70783,-105.80571,i_180,iso_vial,0.45,32.9,9.8,"AJW, WFM",,at CSI,,,,mainstem,7.273782,,,,
USF,USF5,9/6/23,11:30,stream water,at mainstem just upstream of USF4,35.72094,-105.79774,36,60_mL,0.45,46.4,9.7,"AJW, WFM",,lab freezer,,,,mainstem,38.73991,,,,
USF,USF5,9/6/23,11:30,stream water,at mainstem just upstream of USF4,35.72094,-105.79774,171,60_mL,0.45,46.4,9.7,"AJW, WFM",,shipped to UNH,,,,mainstem,38.73991,,,,
USF,USF5,9/6/23,11:30,stream water,at mainstem just upstream of USF4,35.72094,-105.79774,173,60_mL,0.45,46.4,9.7,"AJW, WFM",,shipped to UNH,,,,mainstem,38.73991,,,,
USF,USF5,9/6/23,11:30,stream water,at mainstem just upstream of USF4,35.72094,-105.79774,d_171,30_mL_dark,0.45,46.4,9.7,"AJW, WFM",,shipped to UNH,,,,mainstem,38.73991,,,,
USF,USF5,9/6/23,11:30,stream water,at mainstem just upstream of USF4,35.72094,-105.79774,d_173,30_mL_dark,0.45,46.4,9.7,"AJW, WFM",,shipped to UNH,,,,mainstem,38.73991,,,,
USF,USF5,9/6/23,11:30,stream water,at mainstem just upstream of USF4,35.72094,-105.79774,d_36,40_mL_gdark,0.45,46.4,9.7,"AJW, WFM",,run by Matthew Russell on CWE TOC Fusion,2.0781,Matthew TOC Samples-2023-09-13.csv,"run 7 days after collection, not acidified",mainstem,38.73991,,,,
USF,USF5,9/6/23,11:30,stream water,at mainstem just upstream of USF4,35.72094,-105.79774,i_36,iso_vial,0.45,46.4,9.7,"AJW, WFM",,at CSI,,,,mainstem,38.73991,,,,
USF,USF6,9/6/23,14:00,stream water,at mainstem upstream from trib that trail crosses,35.73143,-105.78939,64,60_mL,0.45,45.8,13,"AJW, WFM",,shipped to UNH,,,,mainstem,36.08115,,,,
USF,USF6,9/6/23,14:00,stream water,at mainstem upstream from trib that trail crosses,35.73143,-105.78939,176,60_mL,0.45,45.8,13,"AJW, WFM",,shipped to UNH,,,,mainstem,36.08115,,,,
USF,USF6,9/6/23,14:00,stream water,at mainstem upstream from trib that trail crosses,35.73143,-105.78939,d_188b,40_mL_gdark,0.45,45.8,13,"AJW, WFM",less sample collected than usual,run by Matthew Russell on CWE TOC Fusion,2.1072,Matthew TOC Samples-2023-09-13.csv,"run 7 days after collection, not acidified",mainstem,36.08115,,,,
USF,USF6,9/6/23,14:00,stream water,at mainstem upstream from trib that trail crosses,35.73143,-105.78939,d_64,30_mL_dark,0.45,45.8,13,"AJW, WFM",only one 40_mL_gdark sample collected,shipped to UNH,,,,mainstem,36.08115,,,,
USF,USF6,9/6/23,14:00,stream water,at mainstem upstream from trib that trail crosses,35.73143,-105.78939,i_64,iso_vial,0.45,45.8,13,"AJW, WFM",,at CSI,,,,mainstem,36.08115,,,,
USF,USF7,9/6/23,13:40,stream water,"at trib entering mainstem RR, upstream from trib waterfall, downstream from trail",35.73046,-105.7913,59,60_mL,0.45,64,14.2,"AJW, WFM",,shipped to UNH,,,,tributary,0.3015202,,,,
USF,USF7,9/6/23,13:40,stream water,"at trib entering mainstem RR, upstream from trib waterfall, downstream from trail",35.73046,-105.7913,155,60_mL,0.45,64,14.2,"AJW, WFM",,lab freezer,,,,tributary,0.3015202,,,,
USF,USF7,9/6/23,13:40,stream water,"at trib entering mainstem RR, upstream from trib waterfall, downstream from trail",35.73046,-105.7913,156,60_mL,0.45,64,14.2,"AJW, WFM",,lab freezer,,,,tributary,0.3015202,,,,
USF,USF7,9/6/23,13:40,stream water,"at trib entering mainstem RR, upstream from trib waterfall, downstream from trail",35.73046,-105.7913,d_155,30_mL_dark,0.45,64,14.2,"AJW, WFM",,lab freezer,,,,tributary,0.3015202,,,,
USF,USF7,9/6/23,13:40,stream water,"at trib entering mainstem RR, upstream from trib waterfall, downstream from trail",35.73046,-105.7913,d_156,40_mL_gdark,0.45,64,14.2,"AJW, WFM",,run by Matthew Russell on CWE TOC Fusion,4.4843,Matthew TOC Samples-2023-09-13.csv,"run 7 days after collection, not acidified",tributary,0.3015202,,,,
USF,USF7,9/6/23,13:40,stream water,"at trib entering mainstem RR, upstream from trib waterfall, downstream from trail",35.73046,-105.7913,d_59,30_mL_dark,0.45,64,14.2,"AJW, WFM",,shipped to UNH,,,,tributary,0.3015202,,,,
USF,USF13,9/7/23,11:00,stream water,"at trib entering mainstem from mainstem RR, draining western upper watershed. there are several small inflows to ms between USF13 and USF14 that may be part of USF13's drainage network, so consider sampling above this little ""aluvial fan"" in future, sampling moved a little bit above stream",35.77945,-105.77372,48,60_mL,0.45,23,15.2,"AJW, WFM, ET",,shipped to UNH,,,,tributary,1.693572,,,,
USF,USF13,9/7/23,11:00,stream water,"at trib entering mainstem from mainstem RR, draining western upper watershed. there are several small inflows to ms between USF13 and USF14 that may be part of USF13's drainage network, so consider sampling above this little ""aluvial fan"" in future, sampling moved a little bit above stream",35.77945,-105.77372,105,60_mL,0.45,23,15.2,"AJW, WFM, ET",,lab freezer,,,,tributary,1.693572,,,,
USF,USF13,9/7/23,11:00,stream water,"at trib entering mainstem from mainstem RR, draining western upper watershed. there are several small inflows to ms between USF13 and USF14 that may be part of USF13's drainage network, so consider sampling above this little ""aluvial fan"" in future, sampling moved a little bit above stream",35.77945,-105.77372,154,60_mL,0.45,23,15.2,"AJW, WFM, ET",,lab freezer,,,,tributary,1.693572,,,,
USF,USF13,9/7/23,11:00,stream water,"at trib entering mainstem from mainstem RR, draining western upper watershed. there are several small inflows to ms between USF13 and USF14 that may be part of USF13's drainage network, so consider sampling above this little ""aluvial fan"" in future, sampling moved a little bit above stream",35.77945,-105.77372,d_105,40_mL_gdark,0.45,23,15.2,"AJW, WFM, ET",,run by Matthew Russell on CWE TOC Fusion,2.5316,Matthew TOC Samples-2023-09-13.csv,"run 7 days after collection, not acidified",tributary,1.693572,,,,
USF,USF13,9/7/23,11:00,stream water,"at trib entering mainstem from mainstem RR, draining western upper watershed. there are several small inflows to ms between USF13 and USF14 that may be part of USF13's drainage network, so consider sampling above this little ""aluvial fan"" in future, sampling moved a little bit above stream",35.77945,-105.77372,d_154,30_mL_dark,0.45,23,15.2,"AJW, WFM, ET",,lab freezer,,,,tributary,1.693572,,,,
USF,USF13,9/7/23,11:00,stream water,"at trib entering mainstem from mainstem RR, draining western upper watershed. there are several small inflows to ms between USF13 and USF14 that may be part of USF13's drainage network, so consider sampling above this little ""aluvial fan"" in future, sampling moved a little bit above stream",35.77945,-105.77372,d_48,30_mL_dark,0.45,23,15.2,"AJW, WFM, ET",,shipped to UNH,,,,tributary,1.693572,,,,
USF,USF13,9/7/23,11:00,stream water,"at trib entering mainstem from mainstem RR, draining western upper watershed. there are several small inflows to ms between USF13 and USF14 that may be part of USF13's drainage network, so consider sampling above this little ""aluvial fan"" in future, sampling moved a little bit above stream",35.77945,-105.77372,i_48,iso_vial,0.45,23,15.2,"AJW, WFM, ET",,at CSI,,,,tributary,1.693572,,,,
USF,USF14,9/7/23,11:30,stream water,"at mainstem upstream of USF13 (and upstream of the inflows that might be part of USF13), draining East upper watershed",35.77945,-105.77354,24,60_mL,0.45,24.5,8,"AJW, WFM, ET",,shipped to UNH,,,,mainstem,0.9949125,,,,
USF,USF14,9/7/23,11:30,stream water,"at mainstem upstream of USF13 (and upstream of the inflows that might be part of USF13), draining East upper watershed",35.77945,-105.77354,41,60_mL,0.45,24.5,8,"AJW, WFM, ET",,shipped to UNH,,,,mainstem,0.9949125,,,,
USF,USF14,9/7/23,11:30,stream water,"at mainstem upstream of USF13 (and upstream of the inflows that might be part of USF13), draining East upper watershed",35.77945,-105.77354,158,60_mL,0.45,24.5,8,"AJW, WFM, ET",,lab freezer,,,,mainstem,0.9949125,,,,
USF,USF14,9/7/23,11:30,stream water,"at mainstem upstream of USF13 (and upstream of the inflows that might be part of USF13), draining East upper watershed",35.77945,-105.77354,d_158,40_mL_gdark,0.45,24.5,8,"AJW, WFM, ET",,run by Matthew Russell on CWE TOC Fusion,2.3384,Matthew TOC Samples-2023-09-13.csv,"run 7 days after collection, not acidified",mainstem,0.9949125,,,,
USF,USF14,9/7/23,11:30,stream water,"at mainstem upstream of USF13 (and upstream of the inflows that might be part of USF13), draining East upper watershed",35.77945,-105.77354,d_24,30_mL_dark,0.45,24.5,8,"AJW, WFM, ET",,shipped to UNH,,,,mainstem,0.9949125,,,,
USF,USF14,9/7/23,11:30,stream water,"at mainstem upstream of USF13 (and upstream of the inflows that might be part of USF13), draining East upper watershed",35.77945,-105.77354,d_41,30_mL_dark,0.45,24.5,8,"AJW, WFM, ET",,shipped to UNH,,,,mainstem,0.9949125,,,,
USF,USF14,9/7/23,11:30,stream water,"at mainstem upstream of USF13 (and upstream of the inflows that might be part of USF13), draining East upper watershed",35.77945,-105.77354,i_24,iso_vial,0.45,24.5,8,"AJW, WFM, ET",,at CSI,,,,mainstem,0.9949125,,,,
USF,USF15,9/7/23,13:30,stream water,"at ""mainstem"" Santa Fe River (as hydro maps show it), though the closest trib (USF16) is larger. Sampled ABOVE a meadow that is formed by the confluence of USF15 and USF16.",35.78404,-105.77185,57,60_mL,0.45,NA,NA,WFM,,shipped to UNH,,,,,NA,no discharge measured,,,
USF,USF15,9/7/23,13:30,stream water,"at ""mainstem"" Santa Fe River (as hydro maps show it), though the closest trib (USF16) is larger. Sampled ABOVE a meadow that is formed by the confluence of USF15 and USF16.",35.78404,-105.77185,101,60_mL,0.45,NA,NA,WFM,,shipped to UNH,,,,,NA,no discharge measured,,,
USF,USF15,9/7/23,13:30,stream water,"at ""mainstem"" Santa Fe River (as hydro maps show it), though the closest trib (USF16) is larger. Sampled ABOVE a meadow that is formed by the confluence of USF15 and USF16.",35.78404,-105.77185,157,60_mL,0.45,NA,NA,WFM,,lab freezer,,,,,NA,no discharge measured,,,
USF,USF15,9/7/23,13:30,stream water,"at ""mainstem"" Santa Fe River (as hydro maps show it), though the closest trib (USF16) is larger. Sampled ABOVE a meadow that is formed by the confluence of USF15 and USF16.",35.78404,-105.77185,d_101,40_mL_gdark,0.45,NA,NA,WFM,,run by Matthew Russell on CWE TOC Fusion,2.2274,Matthew TOC Samples-2023-09-13.csv,"run 7 days after collection, not acidified",,NA,no discharge measured,,,
USF,USF15,9/7/23,13:30,stream water,"at ""mainstem"" Santa Fe River (as hydro maps show it), though the closest trib (USF16) is larger. Sampled ABOVE a meadow that is formed by the confluence of USF15 and USF16.",35.78404,-105.77185,d_157,30_mL_dark,0.45,NA,NA,WFM,,shipped to UNH,,,,,NA,no discharge measured,,,
USF,USF15,9/7/23,13:30,stream water,"at ""mainstem"" Santa Fe River (as hydro maps show it), though the closest trib (USF16) is larger. Sampled ABOVE a meadow that is formed by the confluence of USF15 and USF16.",35.78404,-105.77185,d_57,30_mL_dark,0.45,NA,NA,WFM,,shipped to UNH,,,,,NA,no discharge measured,,,
USF,USF15,9/7/23,13:30,stream water,"at ""mainstem"" Santa Fe River (as hydro maps show it), though the closest trib (USF16) is larger. Sampled ABOVE a meadow that is formed by the confluence of USF15 and USF16.",35.78404,-105.77185,i_57,iso_vial,0.45,NA,NA,WFM,,at CSI,,,,,NA,no discharge measured,,,
USF,USF16,9/7/23,13:30,stream water,"at ""trib"" draining the upper east subcatchment of whole watershed",35.78399,-105.77126,52,60_mL,0.45,NA,NA,ET,,lab freezer,,,,,NA,no discharge measured,,,
USF,USF16,9/7/23,13:30,stream water,"at ""trib"" draining the upper east subcatchment of whole watershed",35.78399,-105.77126,160,60_mL,0.45,NA,NA,ET,,lab freezer,,,,,NA,no discharge measured,,,
USF,USF16,9/7/23,13:30,stream water,"at ""trib"" draining the upper east subcatchment of whole watershed",35.78399,-105.77126,175,60_mL,0.45,NA,NA,ET,,lab freezer,,,,,NA,no discharge measured,,,
USF,USF16,9/7/23,13:30,stream water,"at ""trib"" draining the upper east subcatchment of whole watershed",35.78399,-105.77126,i_52,iso_vial,0.45,NA,NA,ET,,at CSI,,,,,NA,no discharge measured,,,
USF,USF16,9/7/23,13:30,stream water,"at ""trib"" draining the upper east subcatchment of whole watershed",35.78399,-105.77126,d_160,30_mL_dark,0.45,NA,NA,ET,,lab freezer,,,,,NA,no discharge measured,,,
USF,USF16,9/7/23,13:30,stream water,"at ""trib"" draining the upper east subcatchment of whole watershed",35.78399,-105.77126,d_175,40_mL_gdark,0.45,NA,NA,ET,,run by Matthew Russell on CWE TOC Fusion,2.1544,Matthew TOC Samples-2023-09-13.csv,"run 7 days after collection, not acidified",,NA,no discharge measured,,,
USF,USF16,9/7/23,13:30,stream water,"at ""trib"" draining the upper east subcatchment of whole watershed",35.78399,-105.77126,d_52,30_mL_dark,0.45,NA,NA,ET,,lab freezer,,,,,NA,no discharge measured,,,
USF,USF17,9/7/23,13:30,stream water,at trib draining East watershed,35.78213,-105.77154,92,60_mL,0.45,NA,NA,AJW,,shipped to UNH,,,,,NA,no discharge measured,,,
USF,USF17,9/7/23,13:30,stream water,at trib draining East watershed,35.78213,-105.77154,104,60_mL,0.45,NA,NA,AJW,,lab freezer,,,,,NA,no discharge measured,,,
USF,USF17,9/7/23,13:30,stream water,at trib draining East watershed,35.78213,-105.77154,151,60_mL,0.45,NA,NA,AJW,,lab freezer,,,,,NA,no discharge measured,,,
USF,USF17,9/7/23,13:30,stream water,at trib draining East watershed,35.78213,-105.77154,d_104,40_mL_gdark,0.45,NA,NA,AJW,,run by Matthew Russell on CWE TOC Fusion,1.7899,Matthew TOC Samples-2023-09-13.csv,"run 7 days after collection, not acidified",,NA,no discharge measured,,,
USF,USF17,9/7/23,13:30,stream water,at trib draining East watershed,35.78213,-105.77154,d_151,30_mL_dark,0.45,NA,NA,AJW,,lab freezer,,,,,NA,no discharge measured,,,
USF,USF17,9/7/23,13:30,stream water,at trib draining East watershed,35.78213,-105.77154,d_92,30_mL_dark,0.45,NA,NA,AJW,,shipped to UNH,,,,,NA,no discharge measured,,,
USF,USF17,9/7/23,13:30,stream water,at trib draining East watershed,35.78213,-105.77154,i_92,iso_vial,0.45,NA,NA,AJW,,at CSI,,,,,NA,no discharge measured,,,
USF,USF18,9/7/23,13:45,stream water,at trib draining East watershed,35.78267,-105.77137,55,60_mL,0.45,NA,NA,AJW,,lab freezer,,,,,NA,no discharge measured,,,
USF,USF18,9/7/23,13:45,stream water,at trib draining East watershed,35.78267,-105.77137,74,60_mL,0.45,NA,NA,AJW,,shipped to UNH,,,,,NA,no discharge measured,,,
USF,USF18,9/7/23,13:45,stream water,at trib draining East watershed,35.78267,-105.77137,153,60_mL,0.45,NA,NA,AJW,,lab freezer,,,,,NA,no discharge measured,,,
USF,USF18,9/7/23,13:45,stream water,at trib draining East watershed,35.78267,-105.77137,d_153,30_mL_dark,0.45,NA,NA,AJW,,lab freezer,,,,,NA,no discharge measured,,,
USF,USF18,9/7/23,13:45,stream water,at trib draining East watershed,35.78267,-105.77137,d_55,40_mL_gdark,0.45,NA,NA,AJW,,run by Matthew Russell on CWE TOC Fusion,2.2719,Matthew TOC Samples-2023-09-13.csv,"run 7 days after collection, not acidified",,NA,no discharge measured,,,
USF,USF18,9/7/23,13:45,stream water,at trib draining East watershed,35.78267,-105.77137,d_74,30_mL_dark,0.45,NA,NA,AJW,,shipped to UNH,,,,,NA,no discharge measured,,,
USF,USF18,9/7/23,13:45,stream water,at trib draining East watershed,35.78267,-105.77137,i_55,iso_vial,0.45,NA,NA,AJW,,at CSI,,,,,NA,no discharge measured,,,
USF,USF19,9/7/23,14:30,stream water,below lake where stream emerges from underground,35.7889,-105.77636,78,60_mL,0.45,NA,NA,AJW,,shipped to UNH,,,,,NA,no discharge measured,,,
USF,USF19,9/7/23,14:30,stream water,below lake where stream emerges from underground,35.7889,-105.77636,97,60_mL,0.45,NA,NA,AJW,,shipped to UNH,,,,,NA,no discharge measured,,,
USF,USF19,9/7/23,14:30,stream water,below lake where stream emerges from underground,35.7889,-105.77636,172,60_mL,0.45,NA,NA,AJW,,lab freezer,,,,,NA,no discharge measured,,,
USF,USF19,9/7/23,14:30,stream water,below lake where stream emerges from underground,35.7889,-105.77636,d_172,40_mL_gdark,0.45,NA,NA,AJW,,run by Matthew Russell on CWE TOC Fusion,0.8377,Matthew TOC Samples-2023-09-13.csv,"run 7 days after collection, not acidified",,NA,no discharge measured,,,
USF,USF19,9/7/23,14:30,stream water,below lake where stream emerges from underground,35.7889,-105.77636,d_78,30_mL_dark,0.45,NA,NA,AJW,,shipped to UNH,,,,,NA,no discharge measured,,,
USF,USF19,9/7/23,14:30,stream water,below lake where stream emerges from underground,35.7889,-105.77636,d_97,30_mL_dark,0.45,NA,NA,AJW,,shipped to UNH,,,,,NA,no discharge measured,,,
USF,USF19,9/7/23,14:30,stream water,below lake where stream emerges from underground,35.7889,-105.77636,i_78,iso_vial,0.45,NA,NA,AJW,,at CSI,,,,,NA,no discharge measured,,,
BEGI,SLO_C,9/15/23,,ground water,SLO Central well,,,79,60_mL,0.45,,,WFM,,lab freezer,,,,,,,,,
BEGI,SLO_C,9/15/23,,ground water,SLO Central well,,,146,60_mL,0.45,,,WFM,,lab freezer,,,,,,,,,
BEGI,SLO_C,9/15/23,,ground water,SLO Central well,,,178,60_mL,0.45,,,WFM,,lab freezer,,,,,,,,,
BEGI,SLO_C,9/15/23,,ground water,SLO Central well,,,d_146,40_mL_gdark,0.45,,,WFM,,lab refrigerator,,,,,,,,,
BEGI,SLO_C,9/15/23,,ground water,SLO Central well,,,d_178,30_mL_dark,0.45,,,WFM,,lab freezer,,,,,,,,,
BEGI,SLO_C,9/15/23,,ground water,SLO Central well,,,d_79,30_mL_dark,0.45,,,WFM,,lab freezer,,,,,,,,,
BEGI,SLO_C,9/15/23,,ground water,SLO Central well,,,i_79,iso_vial,0.45,,,WFM,,at CSI,,,,,,,,,
BEGI,SLO_W,9/15/23,,ground water,SLO west well,,,53,60_mL,0.45,,,WFM,,lab freezer,,,,,,,,,
BEGI,SLO_W,9/15/23,,ground water,SLO west well,,,152,60_mL,0.45,,,WFM,,lab freezer,,,,,,,,,
BEGI,SLO_W,9/15/23,,ground water,SLO west well,,,183,60_mL,0.45,,,WFM,,lab freezer,,,,,,,,,
BEGI,SLO_W,9/15/23,,ground water,SLO west well,,,d_152,30_mL_dark,0.45,,,WFM,,lab freezer,,,,,,,,,
BEGI,SLO_W,9/15/23,,ground water,SLO west well,,,d_183,40_mL_gdark,0.45,,,WFM,,lab refrigerator,,,,,,,,,
BEGI,SLO_W,9/15/23,,ground water,SLO west well,,,d_53,30_mL_dark,0.45,,,WFM,,lab freezer,,,,,,,,,
BEGI,SLO_W,9/15/23,,ground water,SLO west well,,,i_53,iso_vial,0.45,,,WFM,,at CSI,,,,,,,,,
BEGI,VDO_S,9/15/23,,ground water,VDO South well,,,39,60_mL,0.45,,,WFM,,lab freezer,,,,,,,,,
BEGI,VDO_S,9/15/23,,ground water,VDO South well,,,40,60_mL,0.45,,,WFM,,lab freezer,,,,,,,,,
BEGI,VDO_S,9/15/23,,ground water,VDO South well,,,70,60_mL,0.45,,,WFM,,lab freezer,,,,,,,,,
BEGI,VDO_S,9/15/23,,ground water,VDO South well,,,d_39,30_mL_dark,0.45,,,WFM,,lab freezer,,,,,,,,,
BEGI,VDO_S,9/15/23,,ground water,VDO South well,,,d_40,30_mL_dark,0.45,,,WFM,,lab freezer,,,,,,,,,
BEGI,VDO_S,9/15/23,,ground water,VDO South well,,,d_70,40_mL_gdark,0.45,,,WFM,,lab refrigerator,,,,,,,,,
BEGI,VDO_S,9/15/23,,ground water,VDO South well,,,i_39,iso_vial,0.45,,,WFM,,at CSI,,,,,,,,,
BEGI,VDO_W,9/15/23,,ground water,VDO west well,,,159,60_mL,0.45,,,ET,,lab freezer,,,,,,,,,
BEGI,VDO_W,9/15/23,,ground water,VDO west well,,,177,60_mL,0.45,,,ET,,lab freezer,,,,,,,,,
BEGI,VDO_W,9/15/23,,ground water,VDO west well,,,186,60_mL,0.45,,,ET,,lab freezer,,,,,,,,,
BEGI,VDO_W,9/15/23,,ground water,VDO west well,,,d_159,30_mL_dark,0.45,,,ET,,lab freezer,,,,,,,,,
BEGI,VDO_W,9/15/23,,ground water,VDO west well,,,d_177,30_mL_dark,0.45,,,ET,,lab freezer,,,,,,,,,
BEGI,VDO_W,9/15/23,,ground water,VDO west well,,,d_186,40_mL_gdark,0.45,,,ET,,lab refrigerator,,,,,,,,,
BEGI,VDO_W,9/15/23,,ground water,VDO west well,,,i_159,iso_vial,0.45,,,ET,,at CSI,,,,,,,,,
BEGI,SLO_C,9/22/23,16:45,ground water,SLO Central well,,,192,60_mL,0.45,994,19.7,AJW,,lab freezer,,,,,,,,,
BEGI,SLO_C,9/22/23,16:45,ground water,SLO Central well,,,194,60_mL,0.45,994,19.7,AJW,,lab freezer,,,,,,,,,
BEGI,SLO_C,9/22/23,16:45,ground water,SLO Central well,,,195,60_mL,0.45,994,19.7,AJW,,lab freezer,,,,,,,,,
BEGI,SLO_C,9/22/23,16:45,ground water,SLO Central well,,,d_192,30_mL_dark,0.45,994,19.7,AJW,,lab freezer,,,,,,,,,
BEGI,SLO_C,9/22/23,16:45,ground water,SLO Central well,,,d_194,30_mL_dark,0.45,994,19.7,AJW,,lab freezer,,,,,,,,,
BEGI,SLO_C,9/22/23,16:45,ground water,SLO Central well,,,d_195,40_mL_gdark,0.45,994,19.7,AJW,,lab refrigerator,,,,,,,,,
BEGI,SLO_C,9/22/23,16:45,ground water,SLO Central well,,,i_192,iso_vial,0.45,994,19.7,AJW,,at CSI,,,,,,,,,
BEGI,SLO_W,9/22/23,17:15,ground water,SLO west well,,,179,60_mL,0.45,388.1,18.7,AJW,,lab freezer,,,,,,,,,
BEGI,SLO_W,9/22/23,17:15,ground water,SLO west well,,,198,60_mL,0.45,388.1,18.7,AJW,,lab freezer,,,,,,,,,
BEGI,SLO_W,9/22/23,17:15,ground water,SLO west well,,,208,60_mL,0.45,388.1,18.7,AJW,,lab freezer,,,,,,,,,
BEGI,SLO_W,9/22/23,17:15,ground water,SLO west well,,,d_179,30_mL_dark,0.45,388.1,18.7,AJW,,lab freezer,,,,,,,,,
BEGI,SLO_W,9/22/23,17:15,ground water,SLO west well,,,d_198,30_mL_dark,0.45,388.1,18.7,AJW,,lab freezer,,,,,,,,,
BEGI,SLO_W,9/22/23,17:15,ground water,SLO west well,,,d_208,40_mL_gdark,0.45,388.1,18.7,AJW,,lab refrigerator,,,,,,,,,
BEGI,SLO_W,9/22/23,17:15,ground water,SLO west well,,,i_179,iso_vial,0.45,388.1,18.7,AJW,,at CSI,,,,,,,,,
BEGI,VDO_S,9/22/23,16:00,ground water,VDO South well,,,196,60_mL,0.45,912,23.4,AJW,,lab freezer,,,,,,,,,
BEGI,VDO_S,9/22/23,16:00,ground water,VDO South well,,,199,60_mL,0.45,912,23.4,AJW,,lab freezer,,,,,,,,,
BEGI,VDO_S,9/22/23,16:00,ground water,VDO South well,,,209,60_mL,0.45,912,23.4,AJW,,lab freezer,,,,,,,,,
BEGI,VDO_S,9/22/23,16:00,ground water,VDO South well,,,d_196,30_mL_dark,0.45,912,23.4,AJW,,lab freezer,,,,,,,,,
BEGI,VDO_S,9/22/23,16:00,ground water,VDO South well,,,d_199,30_mL_dark,0.45,912,23.4,AJW,,lab freezer,,,,,,,,,
BEGI,VDO_S,9/22/23,16:00,ground water,VDO South well,,,d_209,40_mL_gdark,0.45,912,23.4,AJW,,lab refrigerator,,,,,,,,,
BEGI,VDO_S,9/22/23,16:00,ground water,VDO South well,,,i_196,iso_vial,0.45,912,23.4,AJW,,at CSI,,,,,,,,,
BEGI,VDO_W,9/22/23,15:30,ground water,VDO west well,,,200,60_mL,0.45,878,23.6,AJW,,lab freezer,,,,,,,,,
BEGI,VDO_W,9/22/23,15:30,ground water,VDO west well,,,206,60_mL,0.45,878,23.6,AJW,,lab freezer,,,,,,,,,
